Question,Answer
Nếu tôi ra nước ngoài thì có thể sử dụng dịch vụ Ngân hàng số VCB Digibank được không,Dịch vụ VCB Digibank của Vietcombank có thể sử dụng mọi lúc mọi nơi Nếu Quý khách thường xuyên đi nước ngoài và muốn thực hiện giao dịch tài chính Quý khách vui lòng đăng ký phương thức xác thực Smart OTP ngay trên VCB Digibank để tránh bị gián đoạn giao dịch do không nhận được SMS OTP từ nhà mạng viễn thông
Ai có thể sử dụng dịch vụ Ngân hàng số VCB Digibank,Dịch vụ VCB Digibank được cung cấp cho khách hàng có đủ đồng thời các điều kiện sauCá nhân có tài khoản thanh toán tại VietcombankCó số điện thoại đăng ký mạng viễn thông của Việt NamCó đăng ký dịch vụ VCB Digibank tại Quầy giao dịch Vietcombank hoặc đã thực hiện chuyển đổi từ dịch vụ VCB  iBnking VCB  Mobile Bnking hoặc VCBPAY lên dịch vụ VCB DigibankTrường hợp Quý khách sử dụng Dịch vụ VCB Digibank trên ứng dụng di động thiết bị di động tương ứng cần có hệ điều hành iOS phiên bản từ 80 trở lên hoặc hệ điều hành Android phiên bản từ 410 trở lên hoặc theo quy định của VCB tại từng thời kỳ
Tôi có thể làm giao dịch gì khi sử dụng dịch vụ Ngân hàng số VCB Digibank,Kiểm tra thông tin tài khoản thanh toán tài khoản tiền gửi và tiền vay thông tin thẻ tín dụng Chuyển tiềnChuyển tiền trong VietcombankChuyển tiền ngoài hệ thống Vietcombank chuyển tiền thông thường qua kênh NHNNChuyển tiền nhanh 247 chuyển tiền nhanh qua tài khoản thẻChuyển tiền cho người hưởng nhận tiền mặt bằng CMNDHộ chiếu tại các quầy giao dịch của VietcombankChuyển tiền từ thiện cho các tổ chức từ thiện Thanh toán hóa đơnThanh toán hóa đơn tiền điện cước viễn thông điện thoại Internet vé tàu vé máy bay học phí phí bảo hiểm viện phí bảo hiểm học phí khoản vay tài chínhNộp thuế nội địa thuế trước bạNộp bảo hiểm xã hộiNộp phí hạ tầng cảng biển Nạp tiềnNạp tiền điện thoạiNạp tiền ví điện tửNạp tiền đại lýNộp tiền chứng khoán Tiết kiệm trực tuyếnMởtất toán tài khoản tiết kiệmNộp thêmRút bớt tài khoản tiết kiệmĐăng kýhủy tiết kiệm tự động Dịch vụ ThẻKhóamở khóa thẻĐăng kýhủy đăng ký thanh toán trên InternetThay đổi tài khoản thanh toán chỉ địnhThay đổi hạn mức chi tiêuĐăng kýhủy đăng ký Card OTPThanh toán thẻ tín dụng Tiện ích Đăng ký dịch vụ Auto Debit Phone Banking Ví điện tử Tra soát trực tuyến Cài đặt Chủ động lựa chọn Nhà cung cấp dịch vụ Hạn mức giao dịch Phương thức xác thực Hình nền Ngôn ngữ theo nhu cầu Hỗ trợ tính toán chuyển đổi ngoại tê lãi tiết kiệm lịch trả nợ
Tại sao tôi nên chọn sử dụng dịch vụ Ngân hàng số VCB Digibank,Với dịch vụ VCB Digibank thông qua thiết bị máy tính máy tính bảng điện thoại thông minh Quý khách sẽ được trải nghiệm một hành trình giao dịch ngân hàng số thông minh nhanh chóng mọi lúc mọi nơi với nhiều tiện ích hấp dẫnVCB Digibank cung cấp các sản phẩm dịch vụ thanh toán phục vụ mọi nhu cầu đời sống thiết yếu của Quý khách
Dịch vụ Ngân hàng số VCB Digibank là gì,VCB Digibank là dịch vụ Ngân hàng số phiên bản mới do Vietcombank phát triển và cung cấp trên website ứng dụng ngân hàng di động để Quý khách có thể thực hiện giao dịch với ngân hàng mọi lúc mọi nơi thông qua các thiết bị có kết nối Internet như máy tính máy tính bảng thiết bị di độngVCB Digibank là dịch vụ đồng nhất trải nghiệm của Quý khách đối với hai dịch vụ Internet Banking và Mobile Banking hiện tại của Vietcombank về giao diện thông tin đăng nhập hạn mức phí dịch vụ tính năng tiện ích cho phép Quý khách thực hiện liền mạch các giao dịch tài chính và các tiện ích số của Vietcombank
Thẻ của tôi có thể vô tình thực hiện giao dịch không tiếp xúc nếu tôi đi qua thiết bị đọc thẻ không tiếp xúc không,Không Thiết bị đọc thẻ và thẻ cần phải ở khoảng cách rất gần dưới 4cm hơn thế nữa thẻ cần đặt đúng vị trí để đọc thông tin trên thiết bị và cần phải giữ trong vài giây để xác nhận thông tin
Thẻ không tiếp xúc có an toàn không,Có Thanh toán không tiếp xúc sử dụng công nghệ chip mã hóa bảo mật và an toàn như các thẻ Chip thông thường Bên cạnh đó thẻ không tiếp xúc còn có phần an toàn hơn so với thẻ Chip thông thường do bạn sẽ không cần đưa thẻ của mình cho nhân viên bản hàng mà chủ động thực hiện chạm để thanh toán tại thiết bị thanh toán thẻ sẽ không bao giờ rời khỏi tay bạn và các thông tin trên thẻ hoàn toàn được bảo mậtĐể thực hiện thanh toán thẻ không tiếp xúc cần được đặt tại cự ly gần dưới 4 cm với thiết bị chấp nhận thẻ và cần được đặt đúng vị trí đọc thẻ không tiếp xúc trên thiết bị
Tôi nên đặt thẻ không tiếp xúc cách thiết bị chấp nhận thẻ bao xa,Bạn nên đặt thẻ của bạn cách thiết bị chấp nhận thẻ tối đa trong khoảng 4cm để thực hiện thanh toán Ngân hàng khuyến cáo các bạn nên đặt thẻ trực tiếp lên vị trí có biểu tượng của thiết bị chấp nhận thẻ và giữ trong vài giây cho đến khi giao dịch hoàn thành
Tôi có thể sử dụng thẻ không tiếp xúc tại các thiết bị chấp nhận thẻ không có biểu tượng không tiếp xúc được không,Có Bạn vẫn có thể sử dụng thẻ không tiếp xúc tại các thiết bị chấp nhận thẻ tiếp xúc thông thường bằng cách quẹt thẻ đưa thẻ vào khe đọc thẻ như các sản phẩm thẻ Chip thông thường khác
Tôi có thể thực hiện thanh toán không tiếp xúc ở đâu,Bất cứ điểm chấp nhận thẻ nào có biểu tượng không tiếp xúc bạn chỉ cần chạm vẫy nhẹ để thanh toán Điểm chấp nhận thẻ không tiếp xúc thường bao gồm nhà hàng ăn nhanh siêu thị cửa hàng tiện lợi cửa hàng café cây xăng nhà thuốcHiện tại một số Đơn vị chấp nhận thẻ của VCB đã chấp nhận thanh toán thẻ không tiếp xúc như CGV Starbuck Highlands BigCtại các điểm giao dịch đã được trang bị thiết bị chấp nhận thẻ không tiếp xúc
Tôi có cần bảo quản thẻ không tiếp xúc như thế nào,Bạn cần bảo quản thẻ không tiếp xúc như với bất kỳ thẻ tín dụng và ghi nợ khác Đảm bảo Thẻ không tiếp xúc nằm trong tầm kiểm soát của mình và ở nơi an toànKhông đặt Thẻ không tiếp xúc ở cự ly gần với thiết bị không tiếp xúcThực hiện các biện pháp cần thiết để ngăn ngừa các giao dịch Thẻ không tiếp xúc phát sinh ngoài ý muốn khi Thẻ vẫn nằm trong dụng cụ đựng thẻ của Chủ thẻThường xuyên kiểm tra các tin nhắn thông báo giao dịch của Ngân hàng để kiểm tra số tiền đã thanh toán qua Thẻ đồng thời có trách nhiệm thông báo ngay cho NH qua Hotline 247 hoặc các Chi nhánh PGD của Ngân hàng khi phát sinh Giao dịch thẻ không tiếp xúc ngoài ý muốn
Vì sao một số giao dịch thẻ không tiếp xúc không cần ký nhập PIN,Để gia tăng sự tiện ích đơn giản và thuận tiện của thẻ không tiếp xúc những cửa hàng chấp nhận thiết bị chấp nhận thẻ không tiếp xúc sẽ không yêu cầu bạn ký nhập PIN cho các giao dịch có giá trị nhỏ từ 1 triệu VNĐ trở xuống1 Tuy nhiên để bảo vệ bạn các khoản mua sắm trên 1 triệu VNĐ bạn sẽ được yêu cầu ký hoặc nhập mã PINHạnmứcnày có thể thay đổi theo từng thời kỳ theo quy định của Ngân hàng Nhà nước các Tổ chức Thẻ quốc tế Tổ chức chuyển mạch thẻ vahoặc Ngân hàng
Vì sao tôi nên sử dụng thẻ không tiếp xúc,Thanh toán không tiếp xúc có nhiều lợi íchTính năng giúp bạn thanh toán nhanh hơn so với việc bạn chi trả bằng tiền mặt hoặc thực hiện đưa thẻ cho người bán hàng thanh toán theo phương thức tiếp xúcĐối với các giao dịch giá trị thấp bạn không cần thực hiện ký hóa đơn hoặc nhập mã PIN chỉ cần chạm để thanh toán và hoàn thành giao dịchBạn sẽ chủ động kiểm soát vì thẻ không tiếp xúc không bao giờ rời khỏi tay bạn khi thanh toánBạn có thể lưu giữ hóa đơn thanh toán thẻ của các khoản mua sắm của bạn hiệu quả hơn so với khi dùng tiền mặtSử dụng nhanh và lý tưởng tại những nơi cần thanh toán nhanh như cửa hàng cafe nhà hàng đồ ăn nhanh cây xăng và nhiều nơi khác mà trước đây bạn thường thanh toán bằng tiền mặt
Làm sao tôi biết thẻ của tôi có phải thẻ không tiếp xúc không,Nếu thẻ bạn là thẻ không tiếp xúc tại mặt trước của thẻ sẽ có biểu tượng không tiếp xúc
Thẻ không tiếp xúc là gì,Thẻ Vietcombank không tiếp xúc là công nghệ thẻ mang đến cho khách hàng sự tiện lợi và đơn giản khi thanh toán hàng hóa dịch vụ Để thực hiện giao dịch không tiếp xúc chỉ cần chạm hoặc vẫy nhẹ thẻ của bạn lên thiết bị chấp nhận thẻ có biểu tượng không tiếp xúc Bạn sẽ không cần nhập PIN hoặc ký tên với các giao dịch giá trị nhỏ
Thế nào là thẻ chip Đâu là điểm khác biệt giữa thẻ chip và thẻ băng từ Thẻ Vietcombank hiện là thẻ chip hay thẻ từ,Thẻ chip còn được gọi là thẻ thông minh Thẻ có gắn một vi mạch trên bề mặt thẻ và đây là điểm khác biệt cơ bản giữa thẻ chip và thẻ băng từ Thẻ chip vẫn có một dải băng từ ở mặt sau tấm thẻ Hiện Vietcombank phát hành cả thẻ chip và thẻ từ tuy nhiên hầu hết các dòng thẻ của Vietcombank đang phát hành là thẻ chip nên có tính bảo mật cao nhất
Thẻ tín dụng công ty của Vietcombank có thẻ phụ không,Do đặc tính thẻ dành riêng cho công vụ vì vậy chúng tôi không cung cấp thẻ phụ cho thẻ tín dụng doanh nghiệp
Tôi muốn đăng ký thẻ tín dụng công ty cho nhân viên của tôi Vietcombank có cung cấp thẻ tín dụng công ty không,Hiện tại Vietcombank đã phát hành 2 sản phẩm thẻ tín dụng công ty bao gồm thẻ Vietcombank Visa Corporate và thẻ Vietcombank American Express Corporate trong đó thẻ Vietcombank American Express Corporate là sản phẩm thẻ tín dụng công ty lần đầu tiên có mặt ở Việt Nam được cung cấp dành riêng cho các tổ chức doanh nghiệp như một giải pháp thanh toán và quản lý chi tiêu công vụ toàn diện hiệu quả ưu việt đồng thời đem lại nhiều tiện ích và ưu đãi hấp dẫn cho cán bộ nhân viên của tổ chức doanh nghiệp trong quá trình sử dụng thẻ
Chủ thẻ phụ có cần phải chứng minh thu nhập hay không,Ngân hàng không yêu cầu chứng minh thu nhập của Chủ thẻ phụ vì Thẻ phụ được phát hành dưới tài khoản của Thẻ chính
Thẻ tín dụng Vietcombank có hiệu lực trong bao lâu,Thông thường thẻ tín dụng Vietcombank có hiệu lực là 05 năm Tuy nhiêntrường hợp chủ thẻ là người nước ngoài hiệu lực thẻ có thể ngắn hơn tùy thuộc vào thời hạn làm việc còn lại tại Việt Nam trên giấy phép lao động của khách hàng
